Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-47B_XenofilteR.1	-	contig001381	+	9134	9764	21.284523	598.900513	1088.626465
Sample_TB-2463-47B_XenofilteR.2	-	contig001976	-	31	270	240.169128	6937.449707	12610.261719
Sample_TB-2463-47B_XenofilteR.3	-	contig002710	-	573	1222	2742.063232	71921.523438	130732.359375
Sample_TB-2463-47B_XenofilteR.4	-	contig002721	+	5607	5855	24.911646	736.755676	1339.207031
Sample_TB-2463-47B_XenofilteR.5	-	contig002721	+	8977	9462	11.437243	399.701355	726.540527
Sample_TB-2463-47B_XenofilteR.6	-	contig002715	-	942	2772	2252.729980	64286.625000	116854.343750
Sample_TB-2463-47B_XenofilteR.7	-	contig002997	+	13289	13533	3031.261475	79414.906250	144353.156250
Sample_TB-2463-47B_XenofilteR.8	-	contig003869	-	7040	7292	320.635193	8297.587891	15082.594727
Sample_TB-2463-47B_XenofilteR.9	-	contig003869	-	11001	11300	363.600403	11633.333008	21146.007812
Sample_TB-2463-47B_XenofilteR.10	-	contig003869	-	11555	11963	33.318970	910.566895	1655.145020
Sample_TB-2463-47B_XenofilteR.11	-	contig004681	+	15144	15737	9.209863	237.733139	432.129517
Sample_TB-2463-47B_XenofilteR.12	-	contig004237	-	1008	1657	2626.300293	68866.523438	125179.257812
Sample_TB-2463-47B_XenofilteR.13	-	contig006570	-	573	1226	2574.072998	68194.570312	123957.843750
Sample_TB-2463-47B_XenofilteR.14	-	contig000693	+	17463	17697	271.008575	7394.315430	13440.708984
Sample_TB-2463-47B_XenofilteR.15	-	contig000878	+	284	536	12.282597	336.485413	611.632385
Sample_TB-2463-47B_XenofilteR.16	-	contig000879	+	7749	8222	26.322964	739.887573	1344.899780
Sample_TB-2463-47B_XenofilteR.17	-	contig000879	+	8535	8749	582.005859	15027.451172	27315.525391
Sample_TB-2463-47B_XenofilteR.18	-	contig008316	+	811	2196	1955.509521	58616.523438	106547.742188
Sample_TB-2463-47B_XenofilteR.19	-	contig008316	+	3599	4379	3260.094971	85592.398438	155582.015625
