Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-36B_XenofilteR.1	-	contig001381	-	9206	9727	5.199690	1021.743652	1591.508057
Sample_TB-2463-36B_XenofilteR.2	-	contig001381	+	12650	13198	314.545502	8121.568359	12650.473633
Sample_TB-2463-36B_XenofilteR.3	-	contig001976	-	36	270	362.802582	9291.133789	14472.234375
Sample_TB-2463-36B_XenofilteR.4	-	contig002710	-	573	1222	3487.001465	81125.226562	126363.835938
Sample_TB-2463-36B_XenofilteR.5	-	contig002721	+	5635	5855	23.904978	677.934448	1055.977173
Sample_TB-2463-36B_XenofilteR.6	-	contig002721	+	8967	9420	17.341410	526.461243	820.036682
Sample_TB-2463-36B_XenofilteR.7	-	contig002715	-	4	425	968.996582	29355.726562	45725.632812
Sample_TB-2463-36B_XenofilteR.8	-	contig002715	-	2123	2772	3494.866455	81517.695312	126975.148438
Sample_TB-2463-36B_XenofilteR.9	-	contig003219	+	1107	8379	3.955512	90.436241	140.867020
Sample_TB-2463-36B_XenofilteR.10	-	contig002997	+	13292	13538	3567.443115	83044.718750	129353.710938
Sample_TB-2463-36B_XenofilteR.11	-	contig003869	-	7040	7338	294.127319	6962.161621	10844.535156
Sample_TB-2463-36B_XenofilteR.12	-	contig003869	-	8097	8517	395.726410	9370.985352	14596.613281
Sample_TB-2463-36B_XenofilteR.13	-	contig003869	-	10989	11294	396.570679	11571.801758	18024.691406
Sample_TB-2463-36B_XenofilteR.14	-	contig003869	-	11407	12015	32.741173	821.674927	1279.873169
Sample_TB-2463-36B_XenofilteR.15	-	contig004237	-	1008	1657	3349.233887	77934.398438	121393.671875
Sample_TB-2463-36B_XenofilteR.16	-	contig006570	-	573	1226	3260.923584	76953.039062	119865.070312
Sample_TB-2463-36B_XenofilteR.17	-	contig000382	+	3199	3414	8.417442	192.450882	299.769043
Sample_TB-2463-36B_XenofilteR.18	-	contig000878	+	284	536	15.071150	361.746979	563.471313
Sample_TB-2463-36B_XenofilteR.19	-	contig000693	+	17463	17697	399.744781	9640.385742	15016.243164
Sample_TB-2463-36B_XenofilteR.20	-	contig000879	+	7837	8381	34.799797	943.153625	1469.093018
Sample_TB-2463-36B_XenofilteR.21	-	contig000879	+	8535	8749	673.991516	15435.647461	24043.169922
Sample_TB-2463-36B_XenofilteR.22	-	contig008316	+	811	2196	2336.506348	62010.062500	96589.296875
Sample_TB-2463-36B_XenofilteR.23	-	contig008316	+	2957	3160	382.430328	9063.635742	14117.874023
Sample_TB-2463-36B_XenofilteR.24	-	contig008316	+	3590	4379	2830.188232	65963.414062	102747.195312
