Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-31B_XenofilteR.1	-	contig001381	+	9206	10134	85.002991	4573.270996	6212.150879
Sample_TB-2463-31B_XenofilteR.2	-	contig001381	-	12782	13049	59.461506	25164.126953	34181.957031
Sample_TB-2463-31B_XenofilteR.3	-	contig001815	+	14680	14909	9.765218	519.252197	705.331787
Sample_TB-2463-31B_XenofilteR.4	-	contig001976	-	36	257	107.754417	6721.182129	9129.789062
Sample_TB-2463-31B_XenofilteR.5	-	contig002653	-	15430	15713	1.000000	53.173641	72.228981
Sample_TB-2463-31B_XenofilteR.6	-	contig002710	-	573	1209	1226.353394	66432.460938	90239.242188
Sample_TB-2463-31B_XenofilteR.7	-	contig002721	+	5194	5856	60.182503	3542.583984	4812.106445
Sample_TB-2463-31B_XenofilteR.8	-	contig002721	+	9166	9478	20.399361	1677.942627	2279.251221
Sample_TB-2463-31B_XenofilteR.9	-	contig002715	-	2	425	545.320129	36742.664062	49909.789062
Sample_TB-2463-31B_XenofilteR.10	-	contig002715	-	2123	2759	1226.533691	66590.890625	90454.437500
Sample_TB-2463-31B_XenofilteR.11	-	contig002997	+	13289	13535	1282.534668	69535.562500	94454.367188
Sample_TB-2463-31B_XenofilteR.12	-	contig003869	-	7040	7332	135.645630	7957.837891	10809.614258
Sample_TB-2463-31B_XenofilteR.13	-	contig003869	-	8102	8517	275.584442	15134.860352	20558.599609
Sample_TB-2463-31B_XenofilteR.14	-	contig003869	-	11035	11942	69.900116	4580.542969	6222.028809
Sample_TB-2463-31B_XenofilteR.15	-	contig004307	-	4689	5163	1.500000	79.760468	108.343475
Sample_TB-2463-31B_XenofilteR.16	-	contig004237	-	282	1644	1158.593140	67564.945312	91777.562500
Sample_TB-2463-31B_XenofilteR.17	-	contig006573	-	8187	8661	1.500000	79.760468	108.343475
Sample_TB-2463-31B_XenofilteR.18	-	contig006570	-	1	1211	847.264893	50279.554688	68297.765625
Sample_TB-2463-31B_XenofilteR.19	-	contig000382	+	3206	3413	10.911860	588.403931	799.264709
Sample_TB-2463-31B_XenofilteR.20	-	contig000693	+	17476	17697	115.867088	6721.849121	9130.695312
Sample_TB-2463-31B_XenofilteR.21	-	contig000878	+	284	536	6.498683	345.558655	469.393250
Sample_TB-2463-31B_XenofilteR.22	-	contig000879	+	7878	8749	90.425789	4884.083008	6634.345703
Sample_TB-2463-31B_XenofilteR.23	-	contig008316	-	151	731	1518.385376	84117.390625	114261.757812
Sample_TB-2463-31B_XenofilteR.24	-	contig008316	+	812	1022	1028.928345	55608.023438	75535.750000
Sample_TB-2463-31B_XenofilteR.25	-	contig008316	+	1091	2197	1020.103760	64530.097656	87655.140625
Sample_TB-2463-31B_XenofilteR.26	-	contig008316	+	2957	3160	218.882599	12192.403320	16561.679688
Sample_TB-2463-31B_XenofilteR.27	-	contig008316	+	3537	4379	1471.218872	79963.351562	108619.070312
