Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-32B_XenofilteR.1	-	contig001381	+	9137	9640	37.564487	819.508972	1361.274536
Sample_TB-2463-32B_XenofilteR.2	-	contig001381	+	12872	13198	1269.588867	28496.365234	47334.902344
Sample_TB-2463-32B_XenofilteR.3	-	contig001381	+	13877	14129	290.191254	5812.316895	9654.755859
Sample_TB-2463-32B_XenofilteR.4	-	contig001976	-	34	270	352.996887	7761.699219	12892.846680
Sample_TB-2463-32B_XenofilteR.5	-	contig002700	-	16903	17115	11.898665	240.123413	398.865540
Sample_TB-2463-32B_XenofilteR.6	-	contig002710	-	573	1222	3066.749268	60714.210938	100851.500000
Sample_TB-2463-32B_XenofilteR.7	-	contig002721	+	8967	9455	25.280163	581.548889	966.002502
Sample_TB-2463-32B_XenofilteR.8	-	contig002715	-	4	425	1747.086792	45112.539062	74935.789062
Sample_TB-2463-32B_XenofilteR.9	-	contig002715	-	941	2772	2583.286377	55553.960938	92279.875000
Sample_TB-2463-32B_XenofilteR.10	-	contig002997	+	13289	13539	3138.920898	62003.136719	102992.515625
Sample_TB-2463-32B_XenofilteR.11	-	contig003869	-	7065	7292	547.581116	10978.303711	18235.900391
Sample_TB-2463-32B_XenofilteR.12	-	contig003869	-	8065	8549	887.902527	17741.341797	29469.884766
Sample_TB-2463-32B_XenofilteR.13	-	contig003869	-	11031	11294	467.744354	11508.139648	19116.005859
Sample_TB-2463-32B_XenofilteR.14	-	contig003869	-	11518	12025	40.215076	842.817444	1399.991943
Sample_TB-2463-32B_XenofilteR.15	-	contig004681	+	15215	15738	4.844967	94.099106	156.306671
Sample_TB-2463-32B_XenofilteR.16	-	contig004237	-	1006	1657	2906.789551	57567.859375	95625.148438
Sample_TB-2463-32B_XenofilteR.17	-	contig006570	-	571	1226	2826.036865	56180.894531	93321.281250
Sample_TB-2463-32B_XenofilteR.18	-	contig000693	+	17463	17703	381.003113	7899.633301	13121.966797
Sample_TB-2463-32B_XenofilteR.19	-	contig000878	+	284	536	24.511192	521.349670	866.006470
Sample_TB-2463-32B_XenofilteR.20	-	contig000879	+	7759	8266	37.202877	798.640991	1326.610962
Sample_TB-2463-32B_XenofilteR.21	-	contig008316	-	151	731	5177.150391	105253.289062	174834.734375
Sample_TB-2463-32B_XenofilteR.22	-	contig008316	+	2957	3163	734.354553	14755.069336	24509.431641
Sample_TB-2463-32B_XenofilteR.23	-	contig008316	.	4017	4379	8.322314	50779.089844	84348.421875
